Time,Normalized,Characterization
1,0.0,0.0003729504347929959
2,4.93913e-05,-0.0007860475471649249
3,2.46956e-05,0.0002911374944299589
4,2.46956e-05,0.00015604546367742317
5,2.46956e-05,0.000136583929031362
6,6.17391e-05,0.0002661915215748901
7,0.00011113,0.00033746804841343136
8,0.000123478,0.00024751289357566916
9,0.000135826,3.3276340332184504e-05
10,7.40869e-05,-0.00019534678051016078
11,8.64347e-05,-0.0003287555073131073
12,9.87825e-05,-0.0003027879651934078
13,6.17391e-05,-0.00011194837200487298
14,0.000209913,0.000200543899105499
15,0.000481565,0.0005643095849365865
16,0.00050626,0.0009051750473854515
17,0.000814956,0.0011639361365727923
18,0.000642086,0.001307507864582007
19,0.000456869,0.0013321133010813517
20,0.000950782,0.0012598938309293175
21,0.001284173,0.0011311728096852728
22,0.001432346,0.0009947675490862792
23,0.00186452,0.0008984467040341634
24,0.001629911,0.0008810794125351003
25,0.001049564,0.0009673886968508174
26,0.000864347,0.0011656237469121929
27,0.002074433,0.0014679779115949066
28,0.002716519,0.0018532348841625542
29,0.002284345,0.002290931884339636
30,0.00276591,0.002746267147547631
31,0.003235127,0.00318503083435217
32,0.002358432,0.0035779551302931455
33,0.002049737,0.003904053285723499
34,0.004259996,0.004152696802047995
35,0.00384017,0.004324355897705472
36,0.004716865,0.004430082710095768
37,0.004284691,0.004489929850377605
38,0.004840343,0.004530579700703434
39,0.003086953,0.004582497009226528
40,0.003198084,0.004676921492394259
41,0.00779147,0.0048429927816631526
42,0.006359124,0.00510525102125374
43,0.007174079,0.005481696406201544
44,0.005963994,0.005982521615598837
45,0.007062949,0.006609561040843682
46,0.005729385,0.007356442880935241
47,0.005914603,0.008209370886817304
48,0.011767466,0.009148422541682886
49,0.011557553,0.010149228437727939
50,0.012162596,0.01118487496797896
51,0.012298422,0.01222787599518541
52,0.014138246,0.01325207644111744
53,0.010063468,0.014234344393001076
54,0.009804164,0.01515597653251535
55,0.018781024,0.01600371587542446
56,0.018163633,0.01677036995608733
57,0.017570938,0.01745499981305502
58,0.018595807,0.018062706683113165
59,0.021411108,0.01860405380038486
60,0.014372855,0.019094191280897548
61,0.013792507,0.01955173815525588
62,0.023979453,0.019997539831949688
63,0.024214062,0.020453339590567884
64,0.02405354,0.020940469461181402
65,0.02326328,0.02147866380316333
66,0.01920085,0.022084979468833477
67,0.018435285,0.022772925685838816
68,0.017002939,0.023551884413498248
69,0.032622922,0.024426706457716583
70,0.027585015,0.025397623825586062
71,0.029498926,0.026460388569368755
72,0.031252315,0.02760663614509014
73,0.031239967,0.02882444556334778
74,0.020460326,0.030099111186648025
75,0.019163806,0.0314138537471832
76,0.038500482,0.032750783213740524
77,0.037907787,0.03409180383892111
78,0.039883437,0.035419428014652775
79,0.039722915,0.0367175895634137
80,0.045612822,0.0379723044250295
81,0.028029536,0.03917231629914739
82,0.021472847,0.04030928033876506
83,0.051626207,0.04137825158975128
84,0.045810387,0.04237753729906774
85,0.050033339,0.04330875589519826
86,0.050663078,0.04417645042315852
87,0.051021164,0.04498791833964053
88,0.029832317,0.04575247130266906
89,0.024720322,0.04648119601930747
90,0.05912133,0.04718593830612684
91,0.054614378,0.0478791463490797
92,0.056380115,0.048573143138822994
93,0.053219075,0.04927903577087353
94,0.055170029,0.05000690151130006
95,0.034845529,0.050765133358220096
96,0.027152841,0.0515598913539794
97,0.067332625,0.052395008392871055
98,0.059726372,0.05327201361488302
99,0.062640456,0.05418965851009804
100,0.061899588,0.05514500028727722
101,0.063702368,0.05613194934719553
102,0.038883264,0.05714372843128162
103,0.030474403,0.058171506869143616
104,0.077680093,0.0592051705674962
105,0.072518707,0.06023411136912077
106,0.07193836,0.061248385657990206
107,0.067554886,0.06223726793404794
108,0.070925839,0.06319149803122334
109,0.039895784,0.0641028388453488
110,0.033363791,0.0649651107657463
111,0.08260687,0.06577282510176609
112,0.079964438,0.06652362851557539
113,0.076309486,0.06721717928138679
114,0.07588966,0.06785573525157623
115,0.076087225,0.06844272040309896
116,0.04613143,0.06898345218995479
117,0.032227792,0.06948607458371771
118,0.086607562,0.06995984866311218
119,0.08170548,0.07041535155167719
120,0.078643222,0.07086329449785292
121,0.078309831,0.07131677830032145
122,0.081717828,0.07178390961650537
123,0.046662386,0.07227801072711268
124,0.037846047,0.07280687524359471
125,0.093386511,0.07338190914434484
126,0.089262342,0.07400739884512039
127,0.09502877,0.07468699698572616
128,0.087669474,0.07542514543047493
129,0.087928778,0.07622075581293698
130,0.046427778,0.07707125814312497
131,0.038315264,0.07797169977727107
132,0.097337811,0.07891187936314821
133,0.097881115,0.0798844843120731
134,0.092028252,0.08087431950244245
135,0.087163213,0.08187375115257128
136,0.089163559,0.08285554398268595
137,0.048489862,0.08381755687750421
138,0.040476132,0.08472939834602942
