Time,Normalized,Characterization
1,0.010416667,0.010416675207170517
2,0.052083333,0.052083077933738356
3,0.05,0.050003538387931076
4,0.072916667,0.07288578197856023
5,0.022916667,0.02310534430648484
6,0.045833333,0.04497938301128991
7,0.0375,0.04045225003267412
8,0.08125,0.07334509311538073
9,0.039583333,0.055966828826382826
10,0.0625,0.036694246819756984
11,0.025,0.05437772293216564
12,0.05,0.02894774671725718
13,0.035416667,0.040031025315185216
14,0.041666667,0.0472467242436963
15,0.04375,0.043088250492530254
16,0.072916667,0.06560382491157857
17,0.089583333,0.08850586637760953
18,0.054166667,0.07537916371212124
19,0.095833333,0.06969212908814028
20,0.10625,0.1150561377106066
21,0.152083333,0.15597333346813286
22,0.15,0.15239791200256925
23,0.15625,0.15397762212035443
24,0.241666667,0.22300410612913216
25,0.18125,0.20341067289215045
26,0.19375,0.22065649109271013
27,0.191666667,0.10170466025885434
28,0.191666667,0.2821582497666092
29,0.28125,0.27089388225575883
30,0.227083333,0.14177280705425288
31,0.204166667,0.3237806191497109
32,0.191666667,0.1069717933912849
33,0.216666667,0.25829202318352634
34,0.2625,0.2249041331853927
35,0.24375,0.2978770061657058
36,0.222916667,0.15786520938957257
37,0.252083333,0.34202073308521685
38,0.34375,0.21252823984173136
39,0.5125,0.6424656697796077
40,0.764583333,0.6989519031418645
41,0.625,0.6452633184631719
42,0.966666667,0.9157645841043021
43,0.739583333,0.8232201751635064
44,0.822916667,0.783055232435458
45,1.0,0.9860241820722631
46,0.889583333,0.8614941647983464
47,0.695833333,0.8089485425195257
48,0.63125,0.5348511279828796
49,0.552083333,0.5513288365843588
50,0.0,-0.012249499432495536
51,0.0,0.1830477803428705
52,0.872916667,0.5759720874161182
53,0.008333333,0.19878930707896814
54,0.08125,0.07785772039942104
55,0.108333333,0.06545693951699354
56,0.060416667,0.025330935243881858
57,0.072916667,0.13834760800795146
58,0.05,0.043839657371698204
59,0.077083333,0.04046949693716458
60,0.066666667,0.07758652289739254
61,0.052083333,0.072870651501326
62,0.070833333,0.06377035623278714
63,0.060416667,0.03787720191607653
64,0.0625,0.08597080715453403
65,0.110416667,0.10985618061741098
66,0.1125,0.09907344103417703
67,0.08125,0.086681634055582
68,0.1,0.1108314239221556
69,0.15625,0.13755739622537733
70,0.154166667,0.16891309730573936
71,0.152083333,0.14630114175797146
72,0.085416667,0.08429382160524498
73,0.260416667,0.26406525277060744
74,0.3,0.296824924446913
75,0.302083333,0.3039057662912805
76,0.408333333,0.4075563790851347
77,0.545833333,0.5460866607985391
78,0.166666667,0.1666036794973781
79,0.36875,0.3687616430535744
80,0.4375,0.4374984839646791
81,0.304166667,0.3041667916980008
82,0.43125,0.43124999508426454
